title,status,priority,description,due_date,estimated_duration,asset_id,total_cost,created_at,updated_at,requires_signature,category,location_name,team_name,primary_user,assigned_to,asset_name,completed_by,completed_on,archived,feedback,contractors,date_created
Calibrate monitoring thresholds - Monitoring-System-BD-08,OPEN,LOW,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-29,3.0,176,487.5,2025-07-08 11:50:00,2025-07-09 20:50:00,false,Calibration,Infrastructure Site - BD-08,Network Operations,Network Engineer,,Monitoring-System-BD-08,,,false,,,2025-07-08 11:50:00
Quarterly preventive maintenance on core router - Core-Router-BD-08,ON_HOLD,MEDIUM,"Quarterly preventive maintenance on core router for Cisco ASR 9904 Core Router installed at Network Operations Center (NOC) - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-14,1.0,177,75.0,2026-02-10 08:56:00,2026-02-11 18:56:00,false,Network Maintenance,Network Operations Center (NOC) - BD-08,Network Operations,Network Engineer,,Core-Router-BD-08,,,false,,,2026-02-10 08:56:00
Review VMS storage health and recording retention - Security-VMS-Server-BD-08,OPEN,URGENT,"Review vms storage health and recording retention for Milestone Husky IVO 350R Video Management Server installed at Security Operations Center (SOC) - BD-08. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-06,2.0,178,175.0,2025-04-21 06:20:00,2025-04-22 17:20:00,false,Security Maintenance,Security Operations Center (SOC) - BD-08,Security Operations,Security Officer,,Security-VMS-Server-BD-08,,,false,,,2025-04-21 06:20:00
Patch hypervisor host and validate cluster health - Virtualization-Host-BD-08,IN_PROGRESS,LOW,"Patch hypervisor host and validate cluster health for Dell PowerEdge R750 Virtualization Host installed at Server Room A - BD-08. Assigned owner: System Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-23,6.0,179,600.0,2025-08-31 06:05:00,2025-09-01 18:05:00,false,Server Maintenance,Server Room A - BD-08,Server Operations,System Administrator,,Virtualization-Host-BD-08,,,false,,,2025-08-31 06:05:00
Inspect storage array alerts and firmware status - Storage-Array-BD-08,DONE,MEDIUM,"Inspect storage array alerts and firmware status for NetApp AFF A250 Storage Array installed at Server Room B - BD-08. Assigned owner: Storage Administrator. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-19,2.0,180,225.0,2025-06-06 18:23:00,2025-06-19 18:23:00,false,Server Maintenance,Server Room B - BD-08,Server Operations,Storage Administrator,,Storage-Array-BD-08,Trang Pham,2025-06-19 18:23:00,true,Work order closed after verification by the site operations team.,,2025-06-06 18:23:00
Validate switch port configuration and error counters - Access-Switch-BD-08,DONE,HIGH,"Validate switch port configuration and error counters for Juniper EX4300 Access Switch installed at Network Closet - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-05-28,1.0,181,125.0,2025-05-02 09:47:00,2025-05-05 14:47:00,true,Network Maintenance,Network Closet - BD-08,Network Operations,Network Engineer,,Access-Switch-BD-08,Quoc Pham,2025-05-05 14:47:00,false,Inspection completed and no critical issues were found.,,2025-05-02 09:47:00
Update access control firmware and credential sync - Access-Control-Panel-BD-08,IN_PROGRESS,MEDIUM,"Update access control firmware and credential sync for Paxton Net2 Plus Access Control Panel installed at Access Control Room - BD-08. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-10,8.0,182,1100.0,2025-08-26 21:24:00,2025-08-28 12:24:00,false,Security Maintenance,Access Control Room - BD-08,Security Operations,Security Officer,,Access-Control-Panel-BD-08,,,false,,,2025-08-26 21:24:00
Inspect NVR recording capacity and camera retention - NVR-BD-08,DONE,LOW,"Inspect nvr recording capacity and camera retention for Hikvision DS-9632NI-M8 Network Video Recorder installed at Video Surveillance Room - BD-08. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-14,4.0,183,600.0,2025-05-28 14:52:00,2025-06-10 21:52:00,false,Security Maintenance,Video Surveillance Room - BD-08,Security Operations,Security Officer,,NVR-BD-08,Tuan Hoang,2025-06-10 21:52:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-05-28 14:52:00
Perform UPS battery health check and load test - UPS-BD-08,OPEN,MEDIUM,"Perform ups battery health check and load test for APC Smart-UPS SRT 3000VA installed at UPS Room - BD-08. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-21,2.0,184,325.0,2025-02-25 15:54:00,2025-02-27 08:54:00,false,Power Maintenance,UPS Room - BD-08,Facilities,Electrician,,UPS-BD-08,,,false,,,2025-02-25 15:54:00
Test ATS failover sequence - ATS-Panel-BD-08,ON_HOLD,MEDIUM,"Test ats failover sequence for Schneider EasyPact Automatic Transfer Switch installed at Electrical Room - BD-08. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-15,4.0,185,300.0,2025-09-29 01:58:00,2025-09-30 19:58:00,false,Power Maintenance,Electrical Room - BD-08,Facilities,Electrician,,ATS-Panel-BD-08,,,false,,Mekong Telecom Services,2025-09-29 01:58:00
Replace filters and inspect cooling performance - CRAC-Unit-BD-08,DONE,HIGH,"Replace filters and inspect cooling performance for Vertiv Liebert PDX Precision Cooling Unit installed at HVAC Plant - BD-08. Assigned owner: HVAC Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-02-13,4.0,186,350.0,2025-01-23 06:43:00,2025-02-01 10:43:00,true,Preventive Maintenance,HVAC Plant - BD-08,Facilities,HVAC Technician,,CRAC-Unit-BD-08,Lam Ho,2025-02-01 10:43:00,false,Inspection completed and no critical issues were found.,,2025-01-23 06:43:00
Monthly backup generator test run - Generator-BD-08,DONE,MEDIUM,"Monthly backup generator test run for Cummins C275D5 Backup Generator installed at Generator Yard - BD-08. Assigned owner: Electrician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-11-13,2.0,187,200.0,2025-10-26 20:45:00,2025-11-09 23:45:00,false,Power Maintenance,Generator Yard - BD-08,Facilities,Electrician,,Generator-BD-08,Khanh Truong,2025-11-09 23:45:00,false,Work order closed after verification by the site operations team.,,2025-10-26 20:45:00
Clean and validate visitor kiosk peripherals - Visitor-Kiosk-BD-08,DONE,MEDIUM,"Clean and validate visitor kiosk peripherals for ZKTeco SpeedFace-V5L Visitor Kiosk installed at Reception - BD-08. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-30,2.0,188,225.0,2025-10-25 15:41:00,2025-10-30 15:41:00,false,Preventive Maintenance,Reception - BD-08,Security Operations,Security Officer,,Visitor-Kiosk-BD-08,Vy Do,2025-10-30 15:41:00,false,Inspection completed and no critical issues were found.,,2025-10-25 15:41:00
Clean camera lens and verify image quality - Loading-Bay-Camera-BD-08,OPEN,LOW,"Clean camera lens and verify image quality for Hikvision DS-2CD2686G2 Bullet Camera installed at Loading Bay - BD-08. Assigned owner: Security Officer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-05,8.0,189,1000.0,2025-08-28 15:24:00,2025-08-30 13:24:00,false,Security Maintenance,Loading Bay - BD-08,Security Operations,Security Officer,,Loading-Bay-Camera-BD-08,,,false,,Mekong Telecom Services,2025-08-28 15:24:00
Inspect backhaul alignment and RSSI stability - Microwave-Radio-BD-08,DONE,MEDIUM,"Inspect backhaul alignment and rssi stability for Ceragon IP-20C Microwave Radio installed at Roof - BD-08. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-04,3.0,190,412.5,2025-05-18 08:21:00,2025-05-24 17:21:00,false,Network Maintenance,Roof - BD-08,Cellular Maintenance,Field Technician,,Microwave-Radio-BD-08,Hieu Do,2025-05-24 17:21:00,false,Work order closed after verification by the site operations team.,,2025-05-18 08:21:00
Inspect and clean fiber terminations - Fiber-Patch-Panel-BD-08,DONE,MEDIUM,"Inspect and clean fiber terminations for Corning EDGE Fiber Patch Panel installed at IDF Room 1 - BD-08. Assigned owner: Cabling Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-06-15,6.0,191,900.0,2025-05-30 08:59:00,2025-06-15 08:59:00,false,Preventive Maintenance,IDF Room 1 - BD-08,Infrastructure,Cabling Technician,,Fiber-Patch-Panel-BD-08,Quang Bui,2025-06-15 08:59:00,false,Inspection completed and no critical issues were found.,,2025-05-30 08:59:00
Verify edge switch firmware and uplink stability - Edge-Switch-BD-08,DONE,MEDIUM,"Verify edge switch firmware and uplink stability for Cisco Catalyst 9300 Edge Switch installed at IDF Room 2 - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-03-09,8.0,192,1300.0,2025-02-20 05:56:00,2025-02-24 06:56:00,false,Network Maintenance,IDF Room 2 - BD-08,Network Operations,Network Engineer,,Edge-Switch-BD-08,Minh Tran,2025-02-24 06:56:00,true,Task completed successfully. Asset is operating within expected thresholds.,,2025-02-20 05:56:00
Optimize antenna alignment and sector KPIs - 5G-Antenna-BD-08,ON_HOLD,HIGH,"Optimize antenna alignment and sector kpis for Ericsson AIR 6488 Massive MIMO Antenna installed at Telecom Mast - BD-08. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-28,8.0,193,600.0,2026-02-11 01:01:00,2026-02-13 03:01:00,false,Cellular Maintenance,Telecom Mast - BD-08,Cellular Maintenance,Field Technician,,5G-Antenna-BD-08,,,false,,,2026-02-11 01:01:00
Review baseband alarms and software health - Baseband-Unit-BD-08,DONE,URGENT,"Review baseband alarms and software health for Nokia AirScale Baseband Unit installed at Base Station - BD-08. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2025-10-17,4.0,194,350.0,2025-09-24 19:25:00,2025-10-14 20:25:00,true,Cellular Maintenance,Base Station - BD-08,Cellular Maintenance,Field Technician,,Baseband-Unit-BD-08,Tien Bui,2025-10-14 20:25:00,false,Maintenance completed successfully. Performance is stable after service.,,2025-09-24 19:25:00
Inspect RRU connectors and weather sealing - Radio-Unit-BD-08,ON_HOLD,HIGH,"Inspect rru connectors and weather sealing for Ericsson Radio 4422 Remote Radio Unit installed at Antenna Array - BD-08. Assigned owner: Field Technician. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-02,4.0,195,400.0,2025-11-09 10:15:00,2025-11-11 14:15:00,false,Cellular Maintenance,Antenna Array - BD-08,Cellular Maintenance,Field Technician,,Radio-Unit-BD-08,,,false,,,2025-11-09 10:15:00
Validate gateway sensor polling and packet delivery - Sensor-Gateway-BD-08,OPEN,MEDIUM,"Validate gateway sensor polling and packet delivery for Advantech WISE-6610 IoT Gateway installed at Storage Room - BD-08. Assigned owner: Facilities Supervisor. Include functional checks, log review, and required remedial actions if deviations are found.",2026-01-07,4.0,196,450.0,2026-01-05 10:21:00,2026-01-07 15:21:00,false,Preventive Maintenance,Storage Room - BD-08,Facilities,Facilities Supervisor,,Sensor-Gateway-BD-08,,,false,,,2026-01-05 10:21:00
Tune wireless controller profiles and client balancing - WiFi-Controller-BD-08,ON_HOLD,HIGH,"Tune wireless controller profiles and client balancing for Cisco Catalyst 9800-L Wireless Controller installed at Office Floor 1 - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-12-25,4.0,197,500.0,2025-09-11 04:13:00,2025-09-13 10:13:00,false,Network Maintenance,Office Floor 1 - BD-08,Network Operations,Network Engineer,,WiFi-Controller-BD-08,,,false,,,2025-09-11 04:13:00
Validate AP channel plan and client coverage - Access-Point-BD-08,IN_PROGRESS,MEDIUM,"Validate ap channel plan and client coverage for Aruba AP-515 Wireless Access Point installed at Office Floor 2 - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2026-02-25,2.0,198,275.0,2025-10-27 06:16:00,2025-10-29 13:16:00,false,Network Maintenance,Office Floor 2 - BD-08,Network Operations,Network Engineer,,Access-Point-BD-08,,,false,,,2025-10-27 06:16:00
Review GPU thermals and update AI server firmware - AI-Analytics-Server-BD-08,ON_HOLD,URGENT,"Review gpu thermals and update ai server firmware for NVIDIA DGX A100 AI Analytics Server installed at Lab A - BD-08. Assigned owner: AI Specialist. Include functional checks, log review, and required remedial actions if deviations are found.",2026-03-20,2.0,199,300.0,2026-03-03 13:22:00,2026-03-05 21:22:00,false,Server Maintenance,Lab A - BD-08,AI Operations,AI Specialist,,AI-Analytics-Server-BD-08,,,false,,,2026-03-03 13:22:00
Verify monitoring appliance calibration and alerting - Monitoring-Appliance-BD-08,OPEN,URGENT,"Verify monitoring appliance calibration and alerting for Fluke OptiView XG Network Monitoring Appliance installed at Workshop - BD-08. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-07-13,4.0,200,650.0,2025-03-11 19:07:00,2025-03-14 04:07:00,false,Calibration,Workshop - BD-08,Network Operations,Network Engineer,,Monitoring-Appliance-BD-08,,,false,,,2025-03-11 19:07:00
Calibrate monitoring thresholds - Monitoring-System-HN-09,DONE,URGENT,"Calibrate monitoring thresholds for SolarWinds Hybrid Cloud Observability Appliance installed at Infrastructure Site - HN-09. Assigned owner: Network Engineer. Include functional checks, log review, and required remedial actions if deviations are found.",2025-04-20,8.0,201,600.0,2025-04-16 18:40:00,2025-04-20 18:40:00,false,Calibration,Infrastructure Site - HN-09,Network Operations,Network Engineer,,Monitoring-System-HN-09,Quoc Pham,2025-04-20 18:40:00,false,Corrective action implemented and follow-up checks were satisfactory.,,2025-04-16 18:40:00
