ID,name,cost,category,is_consumable,part_number,description,last_price,asset_name,location_name,quantity,assigned_to,barcode,vendor
694,Timing Module,837.58,Cellular,false,TIM-BBU-HCM28,Synchronization module for BBU,818.25,Baseband-Unit-HCM-28,Base Station - HCM-28,9,Field Technician,PRT-HCM28-0694,Nokia
695,Surge Protector,69.05,Cellular,true,SPD-RRU-HCM28,Outdoor RF surge protector,68.88,Radio-Unit-HCM-28,Antenna Array - HCM-28,330,Field Technician,PRT-HCM28-0695,Ericsson
696,Antenna Kit,47.2,Facilities,false,ANT-IOT-HCM28,LTE antenna kit for gateway,48.9,Sensor-Gateway-HCM-28,Storage Room - HCM-28,29,Facilities Supervisor,PRT-HCM28-0696,Advantech
697,Controller SSD,262.84,Network,false,SSD-WLC-HCM28,SSD for wireless controller,270.34,WiFi-Controller-HCM-28,Office Floor 1 - HCM-28,26,Network Engineer,PRT-HCM28-0697,Cisco
698,PoE Injector,72.8,Network,false,POE-AP-HCM28,802.3at PoE injector,74.62,Access-Point-HCM-28,Office Floor 2 - HCM-28,10,Network Engineer,PRT-HCM28-0698,Aruba
699,GPU Accelerator,12490.41,Server,false,GPU-A100-HCM28,NVIDIA A100 Tensor Core GPU,13030.83,AI-Analytics-Server-HCM-28,Lab A - HCM-28,12,AI Specialist,PRT-HCM28-0699,NVIDIA
700,Capture SSD,470.52,Network,false,SSD-NMA-HCM28,High-write SSD for packet capture,467.54,Monitoring-Appliance-HCM-28,Workshop - HCM-28,7,Network Engineer,PRT-HCM28-0700,Fluke
701,SSD Module,457.02,Network,false,SSD-OBS-DN29,Enterprise SSD for monitoring appliance,455.86,Monitoring-System-DN-29,Infrastructure Site - DN-29,12,Network Engineer,PRT-DN29-0701,SolarWinds
702,Cisco Line Card,8167.86,Network,false,LC-ASR-DN29,100G line card for ASR series router,8232.29,Core-Router-DN-29,Network Operations Center (NOC) - DN-29,55,Network Engineer,PRT-DN29-0702,Cisco
703,RAID Drive,372.7,Security,false,DRV-VMS-DN29,12TB surveillance-rated HDD,390.23,Security-VMS-Server-DN-29,Security Operations Center (SOC) - DN-29,25,Security Officer,PRT-DN29-0703,Milestone
704,Server Memory Kit,630.28,Server,false,RAM-R750-DN29,64GB DDR4 RDIMM memory kit,635.03,Virtualization-Host-DN-29,Server Room A - DN-29,11,System Administrator,PRT-DN29-0704,Dell
705,NVMe SSD,1235.29,Server,false,SSD-AFF-DN29,Enterprise NVMe SSD for storage array,1256.88,Storage-Array-DN-29,Server Room B - DN-29,11,Storage Administrator,PRT-DN29-0705,NetApp
706,Juniper Transceiver,251.57,Network,false,SFP-EX-DN29,10G SFP+ transceiver,254.8,Access-Switch-DN-29,Network Closet - DN-29,50,Network Engineer,PRT-DN29-0706,Juniper
707,Access Card,11.86,Security,true,CARD-N2-DN29,Proximity access card,12.16,Access-Control-Panel-DN-29,Access Control Room - DN-29,49,Security Officer,PRT-DN29-0707,Paxton
708,Surveillance HDD,302.64,Security,false,HDD-NVR-DN29,8TB surveillance hard drive,294.63,NVR-DN-29,Video Surveillance Room - DN-29,6,Security Officer,PRT-DN29-0708,Hikvision
709,UPS Battery Module,436.15,Power,false,BATT-SRT-DN29,Replacement battery cartridge,456.1,UPS-DN-29,UPS Room - DN-29,19,Electrician,PRT-DN29-0709,APC
710,Contactor Kit,664.02,Power,false,CTK-ATS-DN29,Replacement contactor set for ATS panel,649.75,ATS-Panel-DN-29,Electrical Room - DN-29,16,Electrician,PRT-DN29-0710,Schneider Electric
711,Air Filter Kit,89.24,Cooling,true,FLT-PDX-DN29,Precision cooling filter pack,87.72,CRAC-Unit-DN-29,HVAC Plant - DN-29,302,HVAC Technician,PRT-DN29-0711,Vertiv
712,Generator Service Kit,168.94,Power,true,SVK-GEN-DN29,"Oil, air and fuel filter service kit",164.41,Generator-DN-29,Generator Yard - DN-29,113,Electrician,PRT-DN29-0712,Cummins
713,Camera Module,140.68,Security,false,CAM-KSK-DN29,Replacement facial recognition camera,139.88,Visitor-Kiosk-DN-29,Reception - DN-29,26,Security Officer,PRT-DN29-0713,ZKTeco
714,Mounting Bracket,56.44,Security,false,MBR-CAM-DN29,Outdoor mounting bracket,56.91,Loading-Bay-Camera-DN-29,Loading Bay - DN-29,7,Security Officer,PRT-DN29-0714,Hikvision
715,Radio Mount Kit,110.24,Network,false,MKT-IP20-DN29,Microwave radio mounting kit,115.64,Microwave-Radio-DN-29,Roof - DN-29,19,Field Technician,PRT-DN29-0715,Ceragon
716,LC Connector Pack,19.07,Cabling,true,LC-CONN-DN29,Single-mode LC connector pack,19.69,Fiber-Patch-Panel-DN-29,IDF Room 1 - DN-29,24,Cabling Technician,PRT-DN29-0716,Corning
717,Power Supply Module,368.41,Network,false,PSU-C93-DN29,Replacement switch power supply,379.62,Edge-Switch-DN-29,IDF Room 2 - DN-29,14,Network Engineer,PRT-DN29-0717,Cisco
718,RF Jumper Cable,83.88,Cellular,true,RFC-AIR-DN29,Low-loss RF jumper cable,85.13,5G-Antenna-DN-29,Telecom Mast - DN-29,370,Field Technician,PRT-DN29-0718,Ericsson
719,Timing Module,755.48,Cellular,false,TIM-BBU-DN29,Synchronization module for BBU,765.16,Baseband-Unit-DN-29,Base Station - DN-29,11,Field Technician,PRT-DN29-0719,Nokia
720,Surge Protector,67.03,Cellular,true,SPD-RRU-DN29,Outdoor RF surge protector,69.97,Radio-Unit-DN-29,Antenna Array - DN-29,319,Field Technician,PRT-DN29-0720,Ericsson
721,Antenna Kit,48.89,Facilities,false,ANT-IOT-DN29,LTE antenna kit for gateway,47.67,Sensor-Gateway-DN-29,Storage Room - DN-29,21,Facilities Supervisor,PRT-DN29-0721,Advantech
722,Controller SSD,266.19,Network,false,SSD-WLC-DN29,SSD for wireless controller,265.34,WiFi-Controller-DN-29,Office Floor 1 - DN-29,22,Network Engineer,PRT-DN29-0722,Cisco
723,PoE Injector,72.1,Network,false,POE-AP-DN29,802.3at PoE injector,72.02,Access-Point-DN-29,Office Floor 2 - DN-29,38,Network Engineer,PRT-DN29-0723,Aruba
724,GPU Accelerator,11866.16,Server,false,GPU-A100-DN29,NVIDIA A100 Tensor Core GPU,12124.82,AI-Analytics-Server-DN-29,Lab A - DN-29,8,AI Specialist,PRT-DN29-0724,NVIDIA
725,Capture SSD,479.35,Network,false,SSD-NMA-DN29,High-write SSD for packet capture,479.41,Monitoring-Appliance-DN-29,Workshop - DN-29,18,Network Engineer,PRT-DN29-0725,Fluke
726,SSD Module,456.02,Network,false,SSD-OBS-HP30,Enterprise SSD for monitoring appliance,452.45,Monitoring-System-HP-30,Infrastructure Site - HP-30,19,Network Engineer,PRT-HP30-0726,SolarWinds
727,Cisco Line Card,7966.99,Network,false,LC-ASR-HP30,100G line card for ASR series router,8006.61,Core-Router-HP-30,Network Operations Center (NOC) - HP-30,24,Network Engineer,PRT-HP30-0727,Cisco
728,RAID Drive,356.13,Security,false,DRV-VMS-HP30,12TB surveillance-rated HDD,360.7,Security-VMS-Server-HP-30,Security Operations Center (SOC) - HP-30,5,Security Officer,PRT-HP30-0728,Milestone
729,Server Memory Kit,641.78,Server,false,RAM-R750-HP30,64GB DDR4 RDIMM memory kit,637.12,Virtualization-Host-HP-30,Server Room A - HP-30,8,System Administrator,PRT-HP30-0729,Dell
730,NVMe SSD,1250.37,Server,false,SSD-AFF-HP30,Enterprise NVMe SSD for storage array,1230.05,Storage-Array-HP-30,Server Room B - HP-30,7,Storage Administrator,PRT-HP30-0730,NetApp
731,Juniper Transceiver,244.38,Network,false,SFP-EX-HP30,10G SFP+ transceiver,256.1,Access-Switch-HP-30,Network Closet - HP-30,55,Network Engineer,PRT-HP30-0731,Juniper
732,Access Card,11.92,Security,true,CARD-N2-HP30,Proximity access card,11.72,Access-Control-Panel-HP-30,Access Control Room - HP-30,98,Security Officer,PRT-HP30-0732,Paxton
733,Surveillance HDD,306.22,Security,false,HDD-NVR-HP30,8TB surveillance hard drive,307.96,NVR-HP-30,Video Surveillance Room - HP-30,8,Security Officer,PRT-HP30-0733,Hikvision
734,UPS Battery Module,387.95,Power,false,BATT-SRT-HP30,Replacement battery cartridge,400.05,UPS-HP-30,UPS Room - HP-30,7,Electrician,PRT-HP30-0734,APC
735,Contactor Kit,685.17,Power,false,CTK-ATS-HP30,Replacement contactor set for ATS panel,697.87,ATS-Panel-HP-30,Electrical Room - HP-30,12,Electrician,PRT-HP30-0735,Schneider Electric
736,Air Filter Kit,93.17,Cooling,true,FLT-PDX-HP30,Precision cooling filter pack,96.91,CRAC-Unit-HP-30,HVAC Plant - HP-30,22,HVAC Technician,PRT-HP30-0736,Vertiv
737,Generator Service Kit,176.57,Power,true,SVK-GEN-HP30,"Oil, air and fuel filter service kit",178.21,Generator-HP-30,Generator Yard - HP-30,380,Electrician,PRT-HP30-0737,Cummins
738,Camera Module,132.34,Security,false,CAM-KSK-HP30,Replacement facial recognition camera,130.69,Visitor-Kiosk-HP-30,Reception - HP-30,19,Security Officer,PRT-HP30-0738,ZKTeco
739,Mounting Bracket,56.82,Security,false,MBR-CAM-HP30,Outdoor mounting bracket,55.84,Loading-Bay-Camera-HP-30,Loading Bay - HP-30,20,Security Officer,PRT-HP30-0739,Hikvision
740,Radio Mount Kit,106.1,Network,false,MKT-IP20-HP30,Microwave radio mounting kit,110.69,Microwave-Radio-HP-30,Roof - HP-30,8,Field Technician,PRT-HP30-0740,Ceragon
741,LC Connector Pack,17.24,Cabling,true,LC-CONN-HP30,Single-mode LC connector pack,17.84,Fiber-Patch-Panel-HP-30,IDF Room 1 - HP-30,110,Cabling Technician,PRT-HP30-0741,Corning
742,Power Supply Module,363.08,Network,false,PSU-C93-HP30,Replacement switch power supply,362.9,Edge-Switch-HP-30,IDF Room 2 - HP-30,15,Network Engineer,PRT-HP30-0742,Cisco
743,RF Jumper Cable,85.18,Cellular,true,RFC-AIR-HP30,Low-loss RF jumper cable,82.77,5G-Antenna-HP-30,Telecom Mast - HP-30,268,Field Technician,PRT-HP30-0743,Ericsson
744,Timing Module,825.14,Cellular,false,TIM-BBU-HP30,Synchronization module for BBU,855.46,Baseband-Unit-HP-30,Base Station - HP-30,19,Field Technician,PRT-HP30-0744,Nokia
745,Surge Protector,66.46,Cellular,true,SPD-RRU-HP30,Outdoor RF surge protector,68.48,Radio-Unit-HP-30,Antenna Array - HP-30,44,Field Technician,PRT-HP30-0745,Ericsson
746,Antenna Kit,48.32,Facilities,false,ANT-IOT-HP30,LTE antenna kit for gateway,48.43,Sensor-Gateway-HP-30,Storage Room - HP-30,17,Facilities Supervisor,PRT-HP30-0746,Advantech
747,Controller SSD,265.08,Network,false,SSD-WLC-HP30,SSD for wireless controller,275.32,WiFi-Controller-HP-30,Office Floor 1 - HP-30,5,Network Engineer,PRT-HP30-0747,Cisco
748,PoE Injector,68.61,Network,false,POE-AP-HP30,802.3at PoE injector,68.6,Access-Point-HP-30,Office Floor 2 - HP-30,24,Network Engineer,PRT-HP30-0748,Aruba
749,GPU Accelerator,12399.88,Server,false,GPU-A100-HP30,NVIDIA A100 Tensor Core GPU,12613.59,AI-Analytics-Server-HP-30,Lab A - HP-30,12,AI Specialist,PRT-HP30-0749,NVIDIA
750,Capture SSD,489.84,Network,false,SSD-NMA-HP30,High-write SSD for packet capture,490.79,Monitoring-Appliance-HP-30,Workshop - HP-30,23,Network Engineer,PRT-HP30-0750,Fluke
751,SSD Module,431.67,Network,false,SSD-OBS-CT31,Enterprise SSD for monitoring appliance,423.74,Monitoring-System-CT-31,Infrastructure Site - CT-31,21,Network Engineer,PRT-CT31-0751,SolarWinds
752,Cisco Line Card,7926.25,Network,false,LC-ASR-CT31,100G line card for ASR series router,7874.85,Core-Router-CT-31,Network Operations Center (NOC) - CT-31,56,Network Engineer,PRT-CT31-0752,Cisco
753,RAID Drive,369.75,Security,false,DRV-VMS-CT31,12TB surveillance-rated HDD,367.84,Security-VMS-Server-CT-31,Security Operations Center (SOC) - CT-31,17,Security Officer,PRT-CT31-0753,Milestone
754,Server Memory Kit,592.09,Server,false,RAM-R750-CT31,64GB DDR4 RDIMM memory kit,599.01,Virtualization-Host-CT-31,Server Room A - CT-31,1,System Administrator,PRT-CT31-0754,Dell
755,NVMe SSD,1113.78,Server,false,SSD-AFF-CT31,Enterprise NVMe SSD for storage array,1126.43,Storage-Array-CT-31,Server Room B - CT-31,2,Storage Administrator,PRT-CT31-0755,NetApp
756,Juniper Transceiver,223.38,Network,false,SFP-EX-CT31,10G SFP+ transceiver,233.98,Access-Switch-CT-31,Network Closet - CT-31,56,Network Engineer,PRT-CT31-0756,Juniper
757,Access Card,11.78,Security,true,CARD-N2-CT31,Proximity access card,11.8,Access-Control-Panel-CT-31,Access Control Room - CT-31,31,Security Officer,PRT-CT31-0757,Paxton
758,Surveillance HDD,292.18,Security,false,HDD-NVR-CT31,8TB surveillance hard drive,289.38,NVR-CT-31,Video Surveillance Room - CT-31,30,Security Officer,PRT-CT31-0758,Hikvision
759,UPS Battery Module,401.12,Power,false,BATT-SRT-CT31,Replacement battery cartridge,418.46,UPS-CT-31,UPS Room - CT-31,6,Electrician,PRT-CT31-0759,APC
760,Contactor Kit,658.01,Power,false,CTK-ATS-CT31,Replacement contactor set for ATS panel,667.12,ATS-Panel-CT-31,Electrical Room - CT-31,29,Electrician,PRT-CT31-0760,Schneider Electric
761,Air Filter Kit,99.65,Cooling,true,FLT-PDX-CT31,Precision cooling filter pack,102.87,CRAC-Unit-CT-31,HVAC Plant - CT-31,135,HVAC Technician,PRT-CT31-0761,Vertiv
762,Generator Service Kit,188.69,Power,true,SVK-GEN-CT31,"Oil, air and fuel filter service kit",186.92,Generator-CT-31,Generator Yard - CT-31,85,Electrician,PRT-CT31-0762,Cummins
763,Camera Module,138.04,Security,false,CAM-KSK-CT31,Replacement facial recognition camera,138.32,Visitor-Kiosk-CT-31,Reception - CT-31,19,Security Officer,PRT-CT31-0763,ZKTeco
764,Mounting Bracket,58.75,Security,false,MBR-CAM-CT31,Outdoor mounting bracket,57.25,Loading-Bay-Camera-CT-31,Loading Bay - CT-31,13,Security Officer,PRT-CT31-0764,Hikvision
765,Radio Mount Kit,105.35,Network,false,MKT-IP20-CT31,Microwave radio mounting kit,109.6,Microwave-Radio-CT-31,Roof - CT-31,16,Field Technician,PRT-CT31-0765,Ceragon
766,LC Connector Pack,17.53,Cabling,true,LC-CONN-CT31,Single-mode LC connector pack,17.84,Fiber-Patch-Panel-CT-31,IDF Room 1 - CT-31,313,Cabling Technician,PRT-CT31-0766,Corning
767,Power Supply Module,368.52,Network,false,PSU-C93-CT31,Replacement switch power supply,386.71,Edge-Switch-CT-31,IDF Room 2 - CT-31,4,Network Engineer,PRT-CT31-0767,Cisco
768,RF Jumper Cable,87.26,Cellular,true,RFC-AIR-CT31,Low-loss RF jumper cable,85.25,5G-Antenna-CT-31,Telecom Mast - CT-31,94,Field Technician,PRT-CT31-0768,Ericsson
769,Timing Module,820.11,Cellular,false,TIM-BBU-CT31,Synchronization module for BBU,808.12,Baseband-Unit-CT-31,Base Station - CT-31,6,Field Technician,PRT-CT31-0769,Nokia
770,Surge Protector,68.45,Cellular,true,SPD-RRU-CT31,Outdoor RF surge protector,67.95,Radio-Unit-CT-31,Antenna Array - CT-31,43,Field Technician,PRT-CT31-0770,Ericsson
771,Antenna Kit,45.88,Facilities,false,ANT-IOT-CT31,LTE antenna kit for gateway,45.54,Sensor-Gateway-CT-31,Storage Room - CT-31,13,Facilities Supervisor,PRT-CT31-0771,Advantech
772,Controller SSD,294.1,Network,false,SSD-WLC-CT31,SSD for wireless controller,295.11,WiFi-Controller-CT-31,Office Floor 1 - CT-31,30,Network Engineer,PRT-CT31-0772,Cisco
773,PoE Injector,74.2,Network,false,POE-AP-CT31,802.3at PoE injector,72.85,Access-Point-CT-31,Office Floor 2 - CT-31,32,Network Engineer,PRT-CT31-0773,Aruba
774,GPU Accelerator,12937.28,Server,false,GPU-A100-CT31,NVIDIA A100 Tensor Core GPU,12999.73,AI-Analytics-Server-CT-31,Lab A - CT-31,2,AI Specialist,PRT-CT31-0774,NVIDIA
775,Capture SSD,481.97,Network,false,SSD-NMA-CT31,High-write SSD for packet capture,474.9,Monitoring-Appliance-CT-31,Workshop - CT-31,3,Network Engineer,PRT-CT31-0775,Fluke
776,SSD Module,476.11,Network,false,SSD-OBS-BD32,Enterprise SSD for monitoring appliance,478.95,Monitoring-System-BD-32,Infrastructure Site - BD-32,27,Network Engineer,PRT-BD32-0776,SolarWinds
777,Cisco Line Card,8385.49,Network,false,LC-ASR-BD32,100G line card for ASR series router,8460.55,Core-Router-BD-32,Network Operations Center (NOC) - BD-32,25,Network Engineer,PRT-BD32-0777,Cisco
778,RAID Drive,375.01,Security,false,DRV-VMS-BD32,12TB surveillance-rated HDD,386.88,Security-VMS-Server-BD-32,Security Operations Center (SOC) - BD-32,21,Security Officer,PRT-BD32-0778,Milestone
779,Server Memory Kit,585.06,Server,false,RAM-R750-BD32,64GB DDR4 RDIMM memory kit,599.35,Virtualization-Host-BD-32,Server Room A - BD-32,28,System Administrator,PRT-BD32-0779,Dell
780,NVMe SSD,1191.35,Server,false,SSD-AFF-BD32,Enterprise NVMe SSD for storage array,1224.15,Storage-Array-BD-32,Server Room B - BD-32,9,Storage Administrator,PRT-BD32-0780,NetApp
781,Juniper Transceiver,252.65,Network,false,SFP-EX-BD32,10G SFP+ transceiver,253.51,Access-Switch-BD-32,Network Closet - BD-32,33,Network Engineer,PRT-BD32-0781,Juniper
782,Access Card,11.62,Security,true,CARD-N2-BD32,Proximity access card,11.87,Access-Control-Panel-BD-32,Access Control Room - BD-32,29,Security Officer,PRT-BD32-0782,Paxton
783,Surveillance HDD,310.97,Security,false,HDD-NVR-BD32,8TB surveillance hard drive,312.82,NVR-BD-32,Video Surveillance Room - BD-32,13,Security Officer,PRT-BD32-0783,Hikvision
784,UPS Battery Module,419.77,Power,false,BATT-SRT-BD32,Replacement battery cartridge,426.66,UPS-BD-32,UPS Room - BD-32,18,Electrician,PRT-BD32-0784,APC
785,Contactor Kit,669.25,Power,false,CTK-ATS-BD32,Replacement contactor set for ATS panel,653.44,ATS-Panel-BD-32,Electrical Room - BD-32,21,Electrician,PRT-BD32-0785,Schneider Electric
786,Air Filter Kit,93.72,Cooling,true,FLT-PDX-BD32,Precision cooling filter pack,97.7,CRAC-Unit-BD-32,HVAC Plant - BD-32,114,HVAC Technician,PRT-BD32-0786,Vertiv
787,Generator Service Kit,190.17,Power,true,SVK-GEN-BD32,"Oil, air and fuel filter service kit",184.51,Generator-BD-32,Generator Yard - BD-32,132,Electrician,PRT-BD32-0787,Cummins
788,Camera Module,140.24,Security,false,CAM-KSK-BD32,Replacement facial recognition camera,141.43,Visitor-Kiosk-BD-32,Reception - BD-32,20,Security Officer,PRT-BD32-0788,ZKTeco
789,Mounting Bracket,58.92,Security,false,MBR-CAM-BD32,Outdoor mounting bracket,60.57,Loading-Bay-Camera-BD-32,Loading Bay - BD-32,30,Security Officer,PRT-BD32-0789,Hikvision
790,Radio Mount Kit,118.64,Network,false,MKT-IP20-BD32,Microwave radio mounting kit,122.27,Microwave-Radio-BD-32,Roof - BD-32,12,Field Technician,PRT-BD32-0790,Ceragon
791,LC Connector Pack,17.17,Cabling,true,LC-CONN-BD32,Single-mode LC connector pack,16.92,Fiber-Patch-Panel-BD-32,IDF Room 1 - BD-32,336,Cabling Technician,PRT-BD32-0791,Corning
792,Power Supply Module,349.76,Network,false,PSU-C93-BD32,Replacement switch power supply,349.59,Edge-Switch-BD-32,IDF Room 2 - BD-32,6,Network Engineer,PRT-BD32-0792,Cisco
793,RF Jumper Cable,87.02,Cellular,true,RFC-AIR-BD32,Low-loss RF jumper cable,87.3,5G-Antenna-BD-32,Telecom Mast - BD-32,13,Field Technician,PRT-BD32-0793,Ericsson
794,Timing Module,734.54,Cellular,false,TIM-BBU-BD32,Synchronization module for BBU,741.56,Baseband-Unit-BD-32,Base Station - BD-32,18,Field Technician,PRT-BD32-0794,Nokia
795,Surge Protector,60.2,Cellular,true,SPD-RRU-BD32,Outdoor RF surge protector,58.91,Radio-Unit-BD-32,Antenna Array - BD-32,163,Field Technician,PRT-BD32-0795,Ericsson
796,Antenna Kit,49.83,Facilities,false,ANT-IOT-BD32,LTE antenna kit for gateway,49.96,Sensor-Gateway-BD-32,Storage Room - BD-32,1,Facilities Supervisor,PRT-BD32-0796,Advantech
797,Controller SSD,261.86,Network,false,SSD-WLC-BD32,SSD for wireless controller,259.54,WiFi-Controller-BD-32,Office Floor 1 - BD-32,11,Network Engineer,PRT-BD32-0797,Cisco
798,PoE Injector,67.5,Network,false,POE-AP-BD32,802.3at PoE injector,70.02,Access-Point-BD-32,Office Floor 2 - BD-32,39,Network Engineer,PRT-BD32-0798,Aruba
799,GPU Accelerator,13290.65,Server,false,GPU-A100-BD32,NVIDIA A100 Tensor Core GPU,13691.82,AI-Analytics-Server-BD-32,Lab A - BD-32,1,AI Specialist,PRT-BD32-0799,NVIDIA
800,Capture SSD,476.9,Network,false,SSD-NMA-BD32,High-write SSD for packet capture,498.63,Monitoring-Appliance-BD-32,Workshop - BD-32,1,Network Engineer,PRT-BD32-0800,Fluke
801,SSD Module,456.54,Network,false,SSD-OBS-HN33,Enterprise SSD for monitoring appliance,463.34,Monitoring-System-HN-33,Infrastructure Site - HN-33,26,Network Engineer,PRT-HN33-0801,SolarWinds
802,Cisco Line Card,8117.05,Network,false,LC-ASR-HN33,100G line card for ASR series router,8333.39,Core-Router-HN-33,Network Operations Center (NOC) - HN-33,14,Network Engineer,PRT-HN33-0802,Cisco
803,RAID Drive,379.55,Security,false,DRV-VMS-HN33,12TB surveillance-rated HDD,375.39,Security-VMS-Server-HN-33,Security Operations Center (SOC) - HN-33,14,Security Officer,PRT-HN33-0803,Milestone
804,Server Memory Kit,666.99,Server,false,RAM-R750-HN33,64GB DDR4 RDIMM memory kit,668.94,Virtualization-Host-HN-33,Server Room A - HN-33,19,System Administrator,PRT-HN33-0804,Dell
805,NVMe SSD,1104.28,Server,false,SSD-AFF-HN33,Enterprise NVMe SSD for storage array,1081.28,Storage-Array-HN-33,Server Room B - HN-33,10,Storage Administrator,PRT-HN33-0805,NetApp
806,Juniper Transceiver,259.13,Network,false,SFP-EX-HN33,10G SFP+ transceiver,266.8,Access-Switch-HN-33,Network Closet - HN-33,50,Network Engineer,PRT-HN33-0806,Juniper
807,Access Card,12.29,Security,true,CARD-N2-HN33,Proximity access card,12.63,Access-Control-Panel-HN-33,Access Control Room - HN-33,366,Security Officer,PRT-HN33-0807,Paxton
808,Surveillance HDD,307.11,Security,false,HDD-NVR-HN33,8TB surveillance hard drive,305.89,NVR-HN-33,Video Surveillance Room - HN-33,14,Security Officer,PRT-HN33-0808,Hikvision
809,UPS Battery Module,399.03,Power,false,BATT-SRT-HN33,Replacement battery cartridge,408.32,UPS-HN-33,UPS Room - HN-33,22,Electrician,PRT-HN33-0809,APC
810,Contactor Kit,652.53,Power,false,CTK-ATS-HN33,Replacement contactor set for ATS panel,643.59,ATS-Panel-HN-33,Electrical Room - HN-33,4,Electrician,PRT-HN33-0810,Schneider Electric
811,Air Filter Kit,92.69,Cooling,true,FLT-PDX-HN33,Precision cooling filter pack,94.68,CRAC-Unit-HN-33,HVAC Plant - HN-33,240,HVAC Technician,PRT-HN33-0811,Vertiv
812,Generator Service Kit,166.09,Power,true,SVK-GEN-HN33,"Oil, air and fuel filter service kit",164.23,Generator-HN-33,Generator Yard - HN-33,258,Electrician,PRT-HN33-0812,Cummins
813,Camera Module,148.11,Security,false,CAM-KSK-HN33,Replacement facial recognition camera,149.79,Visitor-Kiosk-HN-33,Reception - HN-33,10,Security Officer,PRT-HN33-0813,ZKTeco
814,Mounting Bracket,58.13,Security,false,MBR-CAM-HN33,Outdoor mounting bracket,59.06,Loading-Bay-Camera-HN-33,Loading Bay - HN-33,30,Security Officer,PRT-HN33-0814,Hikvision
815,Radio Mount Kit,104.6,Network,false,MKT-IP20-HN33,Microwave radio mounting kit,102.37,Microwave-Radio-HN-33,Roof - HN-33,10,Field Technician,PRT-HN33-0815,Ceragon
816,LC Connector Pack,16.84,Cabling,true,LC-CONN-HN33,Single-mode LC connector pack,16.97,Fiber-Patch-Panel-HN-33,IDF Room 1 - HN-33,110,Cabling Technician,PRT-HN33-0816,Corning
817,Power Supply Module,386.35,Network,false,PSU-C93-HN33,Replacement switch power supply,375.27,Edge-Switch-HN-33,IDF Room 2 - HN-33,8,Network Engineer,PRT-HN33-0817,Cisco
818,RF Jumper Cable,83.81,Cellular,true,RFC-AIR-HN33,Low-loss RF jumper cable,87.97,5G-Antenna-HN-33,Telecom Mast - HN-33,47,Field Technician,PRT-HN33-0818,Ericsson
819,Timing Module,749.61,Cellular,false,TIM-BBU-HN33,Synchronization module for BBU,782.18,Baseband-Unit-HN-33,Base Station - HN-33,14,Field Technician,PRT-HN33-0819,Nokia
820,Surge Protector,65.38,Cellular,true,SPD-RRU-HN33,Outdoor RF surge protector,66.71,Radio-Unit-HN-33,Antenna Array - HN-33,399,Field Technician,PRT-HN33-0820,Ericsson
821,Antenna Kit,50.98,Facilities,false,ANT-IOT-HN33,LTE antenna kit for gateway,49.85,Sensor-Gateway-HN-33,Storage Room - HN-33,17,Facilities Supervisor,PRT-HN33-0821,Advantech
822,Controller SSD,264.96,Network,false,SSD-WLC-HN33,SSD for wireless controller,272.67,WiFi-Controller-HN-33,Office Floor 1 - HN-33,21,Network Engineer,PRT-HN33-0822,Cisco
823,PoE Injector,67.02,Network,false,POE-AP-HN33,802.3at PoE injector,65.25,Access-Point-HN-33,Office Floor 2 - HN-33,15,Network Engineer,PRT-HN33-0823,Aruba
824,GPU Accelerator,12737.29,Server,false,GPU-A100-HN33,NVIDIA A100 Tensor Core GPU,12387.26,AI-Analytics-Server-HN-33,Lab A - HN-33,12,AI Specialist,PRT-HN33-0824,NVIDIA
825,Capture SSD,507.86,Network,false,SSD-NMA-HN33,High-write SSD for packet capture,492.93,Monitoring-Appliance-HN-33,Workshop - HN-33,12,Network Engineer,PRT-HN33-0825,Fluke
826,SSD Module,421.81,Network,false,SSD-OBS-HN34,Enterprise SSD for monitoring appliance,416.89,Monitoring-System-HN-34,Infrastructure Site - HN-34,27,Network Engineer,PRT-HN34-0826,SolarWinds
827,Cisco Line Card,9116.92,Network,false,LC-ASR-HN34,100G line card for ASR series router,9153.31,Core-Router-HN-34,Network Operations Center (NOC) - HN-34,43,Network Engineer,PRT-HN34-0827,Cisco
828,RAID Drive,361.53,Security,false,DRV-VMS-HN34,12TB surveillance-rated HDD,359.23,Security-VMS-Server-HN-34,Security Operations Center (SOC) - HN-34,25,Security Officer,PRT-HN34-0828,Milestone
829,Server Memory Kit,643.51,Server,false,RAM-R750-HN34,64GB DDR4 RDIMM memory kit,651.67,Virtualization-Host-HN-34,Server Room A - HN-34,28,System Administrator,PRT-HN34-0829,Dell
830,NVMe SSD,1207.49,Server,false,SSD-AFF-HN34,Enterprise NVMe SSD for storage array,1193.66,Storage-Array-HN-34,Server Room B - HN-34,3,Storage Administrator,PRT-HN34-0830,NetApp
831,Juniper Transceiver,230.83,Network,false,SFP-EX-HN34,10G SFP+ transceiver,234.04,Access-Switch-HN-34,Network Closet - HN-34,56,Network Engineer,PRT-HN34-0831,Juniper
832,Access Card,12.03,Security,true,CARD-N2-HN34,Proximity access card,12.28,Access-Control-Panel-HN-34,Access Control Room - HN-34,46,Security Officer,PRT-HN34-0832,Paxton
833,Surveillance HDD,302.32,Security,false,HDD-NVR-HN34,8TB surveillance hard drive,312.11,NVR-HN-34,Video Surveillance Room - HN-34,25,Security Officer,PRT-HN34-0833,Hikvision
