ID,Status,Name,Description,Area,Parent Asset,Location Name,Barcode,Category,Assigned To,Warranty Expiry Date,Additional Info,Serial Number,Teams names,Associated Parts,Vendor,Contractor
364,DOWN,Loading-Bay-Camera-CT-15,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - CT-15,CCTV-CT15,Security,Security Officer,2029-03-17,High-resolution loading dock surveillance camera,CCTVCT1532911,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
365,STANDBY,Microwave-Radio-CT-15,Ceragon IP-20C Microwave Radio,South,,Roof - CT-15,MWR-CT15,Network Equipment,Field Technician,2029-07-25,Roof-top point-to-point backhaul radio,MWRCT1577922,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
366,OPERATIONAL,Fiber-Patch-Panel-CT-15,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - CT-15,FPP-CT15,Cabling,Cabling Technician,2029-07-31,Structured fiber distribution panel,FPPCT1511103,Infrastructure,"LC Connectors, Adapter Packs",Corning,
367,OPERATIONAL,Edge-Switch-CT-15,Cisco Catalyst 9300 Edge Switch,South,Core-Router-CT-15,IDF Room 2 - CT-15,ESW-CT15,Network Equipment,Network Engineer,2027-01-25,Edge switch for floor distribution,ESWCT1523205,Network Operations,"Power Supplies, SFP Modules",Cisco,
368,OPERATIONAL,5G-Antenna-CT-15,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - CT-15,ANT-CT15,Cellular Equipment,Field Technician,2028-10-28,5G radio antenna system,ANTCT1534530,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
369,OPERATIONAL,Baseband-Unit-CT-15,Nokia AirScale Baseband Unit,South,,Base Station - CT-15,BBU-CT15,Cellular Equipment,Field Technician,2030-01-28,Baseband processing for radio access network,BBUCT1590358,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
370,OPERATIONAL,Radio-Unit-CT-15,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-CT-15,Antenna Array - CT-15,RRU-CT15,Cellular Equipment,Field Technician,2028-12-03,Remote radio head for sector coverage,RRUCT1537594,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
371,OPERATIONAL,Sensor-Gateway-CT-15,Advantech WISE-6610 IoT Gateway,South,,Storage Room - CT-15,IOT-CT15,IoT,Facilities Supervisor,2029-05-08,Environmental and utility sensor concentrator,IOTCT1558799,Facilities,"Antenna Kit, DIN Clips",Advantech,
372,MAINTENANCE,WiFi-Controller-CT-15,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - CT-15,WLC-CT15,Network Equipment,Network Engineer,2029-01-17,Centralized wireless controller,WLCCT1546651,Network Operations,"Power Supplies, SSDs",Cisco,
373,OPERATIONAL,Access-Point-CT-15,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-CT-15,Office Floor 2 - CT-15,AP-CT15,Network Equipment,Network Engineer,2030-03-16,Wi-Fi 6 indoor wireless access point,APCT1585483,Network Operations,"Mounting Kit, PoE Injector",Aruba,
374,OPERATIONAL,AI-Analytics-Server-CT-15,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - CT-15,AIS-CT15,Servers,AI Specialist,2030-11-05,Accelerated AI processing node,AISCT1523090,AI Operations,"GPUs, NVLink Cables",NVIDIA,
375,MAINTENANCE,Monitoring-Appliance-CT-15,Fluke OptiView XG Network Monitoring Appliance,South,,Workshop - CT-15,NMA-CT15,Network Equipment,Network Engineer,2028-07-06,Portable and fixed network diagnostics appliance,NMACT1559923,Network Operations,"SFP Modules, SSDs",Fluke,HaNoi Cooling Services
376,MAINTENANCE,Monitoring-System-BD-16,SolarWinds Hybrid Cloud Observability Appliance,South,,Infrastructure Site - BD-16,MON-BD16,Network Equipment,Network Engineer,2029-08-26,Central site monitoring appliance,MONBD1633148,Network Operations,"Power Supplies, SSDs",SolarWinds,HaNoi Cooling Services
377,OPERATIONAL,Core-Router-BD-16,Cisco ASR 9904 Core Router,South,,Network Operations Center (NOC) - BD-16,RTR-BD16,Network Equipment,Network Engineer,2030-07-15,Core network routing platform,RTRBD1651383,Network Operations,"Line Cards, Power Supplies",Cisco,
378,OPERATIONAL,Security-VMS-Server-BD-16,Milestone Husky IVO 350R Video Management Server,South,,Security Operations Center (SOC) - BD-16,VMS-BD16,Security,Security Officer,2029-09-23,Video management and recording server,VMSBD1683680,Security Operations,"RAID Drives, PSUs",Milestone,
379,OPERATIONAL,Virtualization-Host-BD-16,Dell PowerEdge R750 Virtualization Host,South,,Server Room A - BD-16,SRV-BD16,Servers,System Administrator,2030-03-08,Virtualization compute cluster node,SRVBD1622972,Server Operations,"RAM, NVMe Drives",Dell,
380,OPERATIONAL,Storage-Array-BD-16,NetApp AFF A250 Storage Array,South,,Server Room B - BD-16,SAN-BD16,Storage,Storage Administrator,2030-11-15,Shared storage array for critical workloads,SANBD1638241,Server Operations,"SSDs, Controllers",NetApp,
381,OPERATIONAL,Access-Switch-BD-16,Juniper EX4300 Access Switch,South,,Network Closet - BD-16,SW-BD16,Network Equipment,Network Engineer,2028-06-04,Access layer switch for wired users,SWBD1692557,Network Operations,"Transceivers, Fans",Juniper,
382,OPERATIONAL,Access-Control-Panel-BD-16,Paxton Net2 Plus Access Control Panel,South,,Access Control Room - BD-16,ACP-BD16,Security,Security Officer,2027-07-17,Door access control and credential management,ACPBD1653864,Security Operations,"Power Supply, Readers",Paxton,
383,OPERATIONAL,NVR-BD-16,Hikvision DS-9632NI-M8 Network Video Recorder,South,,Video Surveillance Room - BD-16,NVR-BD16,Security,Security Officer,2028-06-16,Central CCTV recording system,NVRBD1683446,Security Operations,"Hard Drives, Fans",Hikvision,
384,COMMISSIONING,UPS-BD-16,APC Smart-UPS SRT 3000VA,South,,UPS Room - BD-16,UPS-BD16,Power,Electrician,2030-02-15,Online double-conversion UPS,UPSBD1612599,Facilities,"Batteries, Fan Kits",APC,Red River Power Co.
385,STANDBY,ATS-Panel-BD-16,Schneider EasyPact Automatic Transfer Switch,South,,Electrical Room - BD-16,ATS-BD16,Power,Electrician,2030-10-23,Automatic mains/generator transfer switch,ATSBD1685483,Facilities,"Breakers, Contact Kits",Schneider Electric,
386,OPERATIONAL,CRAC-Unit-BD-16,Vertiv Liebert PDX Precision Cooling Unit,South,,HVAC Plant - BD-16,CRAC-BD16,Cooling,HVAC Technician,2030-08-23,Precision cooling for IT spaces,CRACBD1632877,Facilities,"Filters, Compressor Kits",Vertiv,
387,OPERATIONAL,Generator-BD-16,Cummins C275D5 Backup Generator,South,,Generator Yard - BD-16,GEN-BD16,Power,Electrician,2028-08-05,Standby diesel generator set,GENBD1673896,Facilities,"Filters, Starter Batteries",Cummins,
388,DOWN,Visitor-Kiosk-BD-16,ZKTeco SpeedFace-V5L Visitor Kiosk,South,,Reception - BD-16,KSK-BD16,Security,Security Officer,2029-07-04,Visitor registration and facial verification terminal,KSKBD1659947,Security Operations,"Touch Panel, Camera Module",ZKTeco,
389,OPERATIONAL,Loading-Bay-Camera-BD-16,Hikvision DS-2CD2686G2 Bullet Camera,South,,Loading Bay - BD-16,CCTV-BD16,Security,Security Officer,2030-06-10,High-resolution loading dock surveillance camera,CCTVBD1692799,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
390,DOWN,Microwave-Radio-BD-16,Ceragon IP-20C Microwave Radio,South,,Roof - BD-16,MWR-BD16,Network Equipment,Field Technician,2027-10-24,Roof-top point-to-point backhaul radio,MWRBD1693962,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
391,OPERATIONAL,Fiber-Patch-Panel-BD-16,Corning EDGE Fiber Patch Panel,South,,IDF Room 1 - BD-16,FPP-BD16,Cabling,Cabling Technician,2028-11-21,Structured fiber distribution panel,FPPBD1690256,Infrastructure,"LC Connectors, Adapter Packs",Corning,
392,OPERATIONAL,Edge-Switch-BD-16,Cisco Catalyst 9300 Edge Switch,South,,IDF Room 2 - BD-16,ESW-BD16,Network Equipment,Network Engineer,2030-03-16,Edge switch for floor distribution,ESWBD1620369,Network Operations,"Power Supplies, SFP Modules",Cisco,
393,OPERATIONAL,5G-Antenna-BD-16,Ericsson AIR 6488 Massive MIMO Antenna,South,,Telecom Mast - BD-16,ANT-BD16,Cellular Equipment,Field Technician,2027-11-28,5G radio antenna system,ANTBD1695591,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
394,OPERATIONAL,Baseband-Unit-BD-16,Nokia AirScale Baseband Unit,South,,Base Station - BD-16,BBU-BD16,Cellular Equipment,Field Technician,2028-08-19,Baseband processing for radio access network,BBUBD1661833,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
395,DOWN,Radio-Unit-BD-16,Ericsson Radio 4422 Remote Radio Unit,South,Baseband-Unit-BD-16,Antenna Array - BD-16,RRU-BD16,Cellular Equipment,Field Technician,2028-07-09,Remote radio head for sector coverage,RRUBD1657600,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
396,OPERATIONAL,Sensor-Gateway-BD-16,Advantech WISE-6610 IoT Gateway,South,,Storage Room - BD-16,IOT-BD16,IoT,Facilities Supervisor,2030-04-17,Environmental and utility sensor concentrator,IOTBD1669020,Facilities,"Antenna Kit, DIN Clips",Advantech,
397,OPERATIONAL,WiFi-Controller-BD-16,Cisco Catalyst 9800-L Wireless Controller,South,,Office Floor 1 - BD-16,WLC-BD16,Network Equipment,Network Engineer,2029-04-27,Centralized wireless controller,WLCBD1613027,Network Operations,"Power Supplies, SSDs",Cisco,
398,OPERATIONAL,Access-Point-BD-16,Aruba AP-515 Wireless Access Point,South,WiFi-Controller-BD-16,Office Floor 2 - BD-16,AP-BD16,Network Equipment,Network Engineer,2027-09-14,Wi-Fi 6 indoor wireless access point,APBD1696772,Network Operations,"Mounting Kit, PoE Injector",Aruba,
399,COMMISSIONING,AI-Analytics-Server-BD-16,NVIDIA DGX A100 AI Analytics Server,South,,Lab A - BD-16,AIS-BD16,Servers,AI Specialist,2028-05-30,Accelerated AI processing node,AISBD1620494,AI Operations,"GPUs, NVLink Cables",NVIDIA,Mekong Telecom Services
400,OPERATIONAL,Monitoring-Appliance-BD-16,Fluke OptiView XG Network Monitoring Appliance,South,,Workshop - BD-16,NMA-BD16,Network Equipment,Network Engineer,2027-07-30,Portable and fixed network diagnostics appliance,NMABD1672021,Network Operations,"SFP Modules, SSDs",Fluke,
401,OPERATIONAL,Monitoring-System-HN-17,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HN-17,MON-HN17,Network Equipment,Network Engineer,2030-01-28,Central site monitoring appliance,MONHN1762037,Network Operations,"Power Supplies, SSDs",SolarWinds,
402,OPERATIONAL,Core-Router-HN-17,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HN-17,RTR-HN17,Network Equipment,Network Engineer,2029-12-09,Core network routing platform,RTRHN1720911,Network Operations,"Line Cards, Power Supplies",Cisco,
403,OPERATIONAL,Security-VMS-Server-HN-17,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HN-17,VMS-HN17,Security,Security Officer,2027-08-01,Video management and recording server,VMSHN1730352,Security Operations,"RAID Drives, PSUs",Milestone,
404,OPERATIONAL,Virtualization-Host-HN-17,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HN-17,SRV-HN17,Servers,System Administrator,2027-06-22,Virtualization compute cluster node,SRVHN1761097,Server Operations,"RAM, NVMe Drives",Dell,
405,OPERATIONAL,Storage-Array-HN-17,NetApp AFF A250 Storage Array,North,,Server Room B - HN-17,SAN-HN17,Storage,Storage Administrator,2028-09-25,Shared storage array for critical workloads,SANHN1747247,Server Operations,"SSDs, Controllers",NetApp,
406,OPERATIONAL,Access-Switch-HN-17,Juniper EX4300 Access Switch,North,,Network Closet - HN-17,SW-HN17,Network Equipment,Network Engineer,2029-06-26,Access layer switch for wired users,SWHN1727206,Network Operations,"Transceivers, Fans",Juniper,
407,MAINTENANCE,Access-Control-Panel-HN-17,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HN-17,ACP-HN17,Security,Security Officer,2029-12-14,Door access control and credential management,ACPHN1713744,Security Operations,"Power Supply, Readers",Paxton,Red River Power Co.
408,DOWN,NVR-HN-17,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HN-17,NVR-HN17,Security,Security Officer,2028-10-28,Central CCTV recording system,NVRHN1771235,Security Operations,"Hard Drives, Fans",Hikvision,
409,COMMISSIONING,UPS-HN-17,APC Smart-UPS SRT 3000VA,North,,UPS Room - HN-17,UPS-HN17,Power,Electrician,2030-01-12,Online double-conversion UPS,UPSHN1727709,Facilities,"Batteries, Fan Kits",APC,
410,OPERATIONAL,ATS-Panel-HN-17,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HN-17,ATS-HN17,Power,Electrician,2030-11-29,Automatic mains/generator transfer switch,ATSHN1769840,Facilities,"Breakers, Contact Kits",Schneider Electric,
411,OPERATIONAL,CRAC-Unit-HN-17,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HN-17,CRAC-HN17,Cooling,HVAC Technician,2030-07-16,Precision cooling for IT spaces,CRACHN1783922,Facilities,"Filters, Compressor Kits",Vertiv,
412,OPERATIONAL,Generator-HN-17,Cummins C275D5 Backup Generator,North,,Generator Yard - HN-17,GEN-HN17,Power,Electrician,2029-06-09,Standby diesel generator set,GENHN1750587,Facilities,"Filters, Starter Batteries",Cummins,
413,OPERATIONAL,Visitor-Kiosk-HN-17,ZKTeco SpeedFace-V5L Visitor Kiosk,North,,Reception - HN-17,KSK-HN17,Security,Security Officer,2028-12-12,Visitor registration and facial verification terminal,KSKHN1739770,Security Operations,"Touch Panel, Camera Module",ZKTeco,
414,OPERATIONAL,Loading-Bay-Camera-HN-17,Hikvision DS-2CD2686G2 Bullet Camera,North,,Loading Bay - HN-17,CCTV-HN17,Security,Security Officer,2027-07-03,High-resolution loading dock surveillance camera,CCTVHN1757943,Security Operations,"Mounting Bracket, PoE Injector",Hikvision,
415,OPERATIONAL,Microwave-Radio-HN-17,Ceragon IP-20C Microwave Radio,North,,Roof - HN-17,MWR-HN17,Network Equipment,Field Technician,2029-04-24,Roof-top point-to-point backhaul radio,MWRHN1749789,Cellular Maintenance,"ODU Cables, Mount Kits",Ceragon,
416,OPERATIONAL,Fiber-Patch-Panel-HN-17,Corning EDGE Fiber Patch Panel,North,,IDF Room 1 - HN-17,FPP-HN17,Cabling,Cabling Technician,2027-01-22,Structured fiber distribution panel,FPPHN1727865,Infrastructure,"LC Connectors, Adapter Packs",Corning,
417,OPERATIONAL,Edge-Switch-HN-17,Cisco Catalyst 9300 Edge Switch,North,,IDF Room 2 - HN-17,ESW-HN17,Network Equipment,Network Engineer,2028-12-05,Edge switch for floor distribution,ESWHN1774478,Network Operations,"Power Supplies, SFP Modules",Cisco,
418,OPERATIONAL,5G-Antenna-HN-17,Ericsson AIR 6488 Massive MIMO Antenna,North,,Telecom Mast - HN-17,ANT-HN17,Cellular Equipment,Field Technician,2029-09-04,5G radio antenna system,ANTHN1748393,Cellular Maintenance,"Mount Kits, RF Jumpers",Ericsson,
419,OPERATIONAL,Baseband-Unit-HN-17,Nokia AirScale Baseband Unit,North,,Base Station - HN-17,BBU-HN17,Cellular Equipment,Field Technician,2030-05-07,Baseband processing for radio access network,BBUHN1758974,Cellular Maintenance,"Power Supply, Sync Modules",Nokia,
420,OPERATIONAL,Radio-Unit-HN-17,Ericsson Radio 4422 Remote Radio Unit,North,Baseband-Unit-HN-17,Antenna Array - HN-17,RRU-HN17,Cellular Equipment,Field Technician,2028-01-22,Remote radio head for sector coverage,RRUHN1761740,Cellular Maintenance,"RF Cables, Surge Protectors",Ericsson,
421,OPERATIONAL,Sensor-Gateway-HN-17,Advantech WISE-6610 IoT Gateway,North,,Storage Room - HN-17,IOT-HN17,IoT,Facilities Supervisor,2028-05-26,Environmental and utility sensor concentrator,IOTHN1794671,Facilities,"Antenna Kit, DIN Clips",Advantech,
422,MAINTENANCE,WiFi-Controller-HN-17,Cisco Catalyst 9800-L Wireless Controller,North,,Office Floor 1 - HN-17,WLC-HN17,Network Equipment,Network Engineer,2029-03-09,Centralized wireless controller,WLCHN1738913,Network Operations,"Power Supplies, SSDs",Cisco,Mekong Telecom Services
423,OPERATIONAL,Access-Point-HN-17,Aruba AP-515 Wireless Access Point,North,WiFi-Controller-HN-17,Office Floor 2 - HN-17,AP-HN17,Network Equipment,Network Engineer,2030-07-04,Wi-Fi 6 indoor wireless access point,APHN1790375,Network Operations,"Mounting Kit, PoE Injector",Aruba,
424,OPERATIONAL,AI-Analytics-Server-HN-17,NVIDIA DGX A100 AI Analytics Server,North,,Lab A - HN-17,AIS-HN17,Servers,AI Specialist,2030-11-22,Accelerated AI processing node,AISHN1747313,AI Operations,"GPUs, NVLink Cables",NVIDIA,
425,OPERATIONAL,Monitoring-Appliance-HN-17,Fluke OptiView XG Network Monitoring Appliance,North,,Workshop - HN-17,NMA-HN17,Network Equipment,Network Engineer,2030-08-21,Portable and fixed network diagnostics appliance,NMAHN1764120,Network Operations,"SFP Modules, SSDs",Fluke,
426,MAINTENANCE,Monitoring-System-HN-18,SolarWinds Hybrid Cloud Observability Appliance,North,,Infrastructure Site - HN-18,MON-HN18,Network Equipment,Network Engineer,2028-01-21,Central site monitoring appliance,MONHN1833908,Network Operations,"Power Supplies, SSDs",SolarWinds,SaiGon MEP Solutions
427,OPERATIONAL,Core-Router-HN-18,Cisco ASR 9904 Core Router,North,,Network Operations Center (NOC) - HN-18,RTR-HN18,Network Equipment,Network Engineer,2030-07-28,Core network routing platform,RTRHN1869345,Network Operations,"Line Cards, Power Supplies",Cisco,
428,OPERATIONAL,Security-VMS-Server-HN-18,Milestone Husky IVO 350R Video Management Server,North,,Security Operations Center (SOC) - HN-18,VMS-HN18,Security,Security Officer,2028-07-11,Video management and recording server,VMSHN1874486,Security Operations,"RAID Drives, PSUs",Milestone,
429,OPERATIONAL,Virtualization-Host-HN-18,Dell PowerEdge R750 Virtualization Host,North,,Server Room A - HN-18,SRV-HN18,Servers,System Administrator,2028-01-20,Virtualization compute cluster node,SRVHN1829942,Server Operations,"RAM, NVMe Drives",Dell,
430,STANDBY,Storage-Array-HN-18,NetApp AFF A250 Storage Array,North,,Server Room B - HN-18,SAN-HN18,Storage,Storage Administrator,2027-04-12,Shared storage array for critical workloads,SANHN1812900,Server Operations,"SSDs, Controllers",NetApp,
431,STANDBY,Access-Switch-HN-18,Juniper EX4300 Access Switch,North,,Network Closet - HN-18,SW-HN18,Network Equipment,Network Engineer,2028-01-16,Access layer switch for wired users,SWHN1846977,Network Operations,"Transceivers, Fans",Juniper,
432,OPERATIONAL,Access-Control-Panel-HN-18,Paxton Net2 Plus Access Control Panel,North,,Access Control Room - HN-18,ACP-HN18,Security,Security Officer,2028-07-05,Door access control and credential management,ACPHN1867464,Security Operations,"Power Supply, Readers",Paxton,
433,OPERATIONAL,NVR-HN-18,Hikvision DS-9632NI-M8 Network Video Recorder,North,,Video Surveillance Room - HN-18,NVR-HN18,Security,Security Officer,2027-01-17,Central CCTV recording system,NVRHN1829750,Security Operations,"Hard Drives, Fans",Hikvision,
434,OPERATIONAL,UPS-HN-18,APC Smart-UPS SRT 3000VA,North,,UPS Room - HN-18,UPS-HN18,Power,Electrician,2027-01-31,Online double-conversion UPS,UPSHN1850838,Facilities,"Batteries, Fan Kits",APC,
435,DOWN,ATS-Panel-HN-18,Schneider EasyPact Automatic Transfer Switch,North,,Electrical Room - HN-18,ATS-HN18,Power,Electrician,2029-10-17,Automatic mains/generator transfer switch,ATSHN1814159,Facilities,"Breakers, Contact Kits",Schneider Electric,
436,OPERATIONAL,CRAC-Unit-HN-18,Vertiv Liebert PDX Precision Cooling Unit,North,,HVAC Plant - HN-18,CRAC-HN18,Cooling,HVAC Technician,2028-11-07,Precision cooling for IT spaces,CRACHN1829148,Facilities,"Filters, Compressor Kits",Vertiv,
437,OPERATIONAL,Generator-HN-18,Cummins C275D5 Backup Generator,North,,Generator Yard - HN-18,GEN-HN18,Power,Electrician,2027-04-25,Standby diesel generator set,GENHN1881197,Facilities,"Filters, Starter Batteries",Cummins,
