name,address,parent_location,vendors,contractors
Video Surveillance Room - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"NVIDIA, Schneider Electric, Paxton",
UPS Room - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Aruba, Fortinet, Hikvision",
Electrical Room - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Juniper, Hikvision, Vertiv",
HVAC Plant - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Juniper, Ericsson, Cisco",
Generator Yard - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"APC, Dell, Schneider Electric",
Reception - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Nokia, Schneider Electric, APC",
Loading Bay - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Dell, Aruba, Vertiv",
Roof - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Aruba, Juniper, Cisco",
IDF Room 1 - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Office Floor 1 - HN-34,"Cisco, Paxton, Hikvision",VN Facilities Services
IDF Room 2 - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Office Floor 2 - HN-34,"Aruba, Schneider Electric, Ericsson",Mekong Telecom Services
Telecom Mast - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Roof - HN-34,"Schneider Electric, NVIDIA, Fortinet",HaNoi Cooling Services
Base Station - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Telecom Mast - HN-34,"Paxton, Juniper, Fortinet",Alpha Secure Systems
Antenna Array - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Telecom Mast - HN-34,"Aruba, Dell, Ericsson",SaiGon MEP Solutions
Storage Room - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Paxton, NVIDIA, Schneider Electric",
Office Floor 1 - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Fortinet, Hikvision, Cisco",Mekong Telecom Services
Office Floor 2 - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Juniper, Vertiv, Nokia",
Lab A - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Paxton, Corning, NVIDIA",
Workshop - HN-34,"338 Nguyễn Văn Linh, Long Biên, Hà Nội, Vietnam",Infrastructure Site - HN-34,"Dell, Juniper, Cisco",
Infrastructure Site - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",,"NVIDIA, Cisco, Dell",
Network Operations Center (NOC) - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"APC, Ericsson, Aruba",
Security Operations Center (SOC) - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"NVIDIA, Paxton, Dell",
Server Room A - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"NVIDIA, Aruba, Paxton",
Server Room B - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Juniper, Aruba, Cisco",Mekong Telecom Services
Network Closet - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Paxton, Ericsson, Juniper",SaiGon MEP Solutions
Access Control Room - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Vertiv, Fortinet, Ericsson",
Video Surveillance Room - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Vertiv, Nokia, Dell",
UPS Room - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Paxton, Aruba, Juniper",
Electrical Room - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Corning, NVIDIA, Juniper",VN Facilities Services
HVAC Plant - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Cisco, Fortinet, Hikvision",Red River Power Co.
Generator Yard - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Schneider Electric, Dell, Aruba",
Reception - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Fortinet, Cisco, Ericsson",
Loading Bay - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"NVIDIA, Fortinet, Corning",
Roof - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"APC, Hikvision, Schneider Electric",
IDF Room 1 - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Office Floor 1 - HCM-35,"APC, Paxton, Juniper",
IDF Room 2 - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Office Floor 2 - HCM-35,"Juniper, Ericsson, Corning",
Telecom Mast - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Roof - HCM-35,"Dell, Hikvision, Ericsson",
Base Station - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-35,"Schneider Electric, Juniper, Vertiv",
Antenna Array - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-35,"Aruba, Paxton, APC",Danang Engineering Works
Storage Room - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Cisco, APC, Hikvision",Metro Cabling Partners
Office Floor 1 - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"NVIDIA, Nokia, Hikvision",
Office Floor 2 - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Nokia, Vertiv, Hikvision",
Lab A - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Ericsson, Aruba, Hikvision",Mekong Telecom Services
Workshop - HCM-35,"345 Nguyễn Văn Linh, Quận 7, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-35,"Cisco, Hikvision, Ericsson",VN Facilities Services
Infrastructure Site - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",,"APC, Cisco, Corning",
Network Operations Center (NOC) - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"NVIDIA, Fortinet, Paxton",Alpha Secure Systems
Security Operations Center (SOC) - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Schneider Electric, Vertiv, Cisco",
Server Room A - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Dell, NVIDIA, Paxton",Alpha Secure Systems
Server Room B - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Fortinet, Ericsson, Schneider Electric",
Network Closet - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"APC, Vertiv, NVIDIA",SaiGon MEP Solutions
Access Control Room - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Ericsson, Dell, Corning",
Video Surveillance Room - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Juniper, Nokia, Aruba",HaNoi Cooling Services
UPS Room - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Hikvision, Paxton, Aruba",
Electrical Room - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Aruba, Schneider Electric, NVIDIA",
HVAC Plant - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"APC, Fortinet, Vertiv",SaiGon MEP Solutions
Generator Yard - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Hikvision, Dell, Nokia",SaiGon MEP Solutions
Reception - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Dell, Vertiv, Aruba",SaiGon MEP Solutions
Loading Bay - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Ericsson, APC, Hikvision",
Roof - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Vertiv, Paxton, Juniper",Metro Cabling Partners
IDF Room 1 - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Office Floor 1 - HCM-36,"Fortinet, NVIDIA, Aruba",
IDF Room 2 - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Office Floor 2 - HCM-36,"Hikvision, APC, Dell",Alpha Secure Systems
Telecom Mast - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Roof - HCM-36,"APC, Schneider Electric, Ericsson",Metro Cabling Partners
Base Station - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-36,"Paxton, Dell, Cisco",
Antenna Array - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Telecom Mast - HCM-36,"Fortinet, Vertiv, Ericsson",
Storage Room - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Hikvision, Juniper, Vertiv",HaNoi Cooling Services
Office Floor 1 - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Juniper, Cisco, Aruba",
Office Floor 2 - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Hikvision, Dell, Fortinet",
Lab A - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"APC, Corning, Aruba",
Workshop - HCM-36,"352 Xa Lộ Hà Nội, Thủ Đức, TP. Hồ Chí Minh, Vietnam",Infrastructure Site - HCM-36,"Juniper, Nokia, Aruba",SaiGon MEP Solutions
Infrastructure Site - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",,"Cisco, Juniper, Hikvision",
Network Operations Center (NOC) - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Vertiv, Aruba, Dell",Red River Power Co.
Security Operations Center (SOC) - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Juniper, Cisco, Vertiv",Mekong Telecom Services
Server Room A - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Fortinet, NVIDIA, Schneider Electric",
Server Room B - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Schneider Electric, Corning, Fortinet",Alpha Secure Systems
Network Closet - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Dell, Paxton, Aruba",
Access Control Room - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Dell, Cisco, Nokia",
Video Surveillance Room - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Hikvision, Corning, Paxton",
UPS Room - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Ericsson, Vertiv, Cisco",Mekong Telecom Services
Electrical Room - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Dell, Schneider Electric, Hikvision",
HVAC Plant - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Aruba, Ericsson, Hikvision",
Generator Yard - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Aruba, Ericsson, Cisco",
Reception - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Aruba, NVIDIA, APC",
Loading Bay - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Aruba, Vertiv, APC",
Roof - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Ericsson, APC, Schneider Electric",VN Facilities Services
IDF Room 1 - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Office Floor 1 - DN-37,"APC, Nokia, Hikvision",Metro Cabling Partners
IDF Room 2 - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Office Floor 2 - DN-37,"Cisco, Aruba, Vertiv",
Telecom Mast - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Roof - DN-37,"Aruba, Nokia, Hikvision",
Base Station - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Telecom Mast - DN-37,"Juniper, Hikvision, Corning",VN Facilities Services
Antenna Array - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Telecom Mast - DN-37,"Aruba, Hikvision, Nokia",
Storage Room - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Aruba, Schneider Electric, APC",
Office Floor 1 - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Fortinet, Dell, Aruba",Red River Power Co.
Office Floor 2 - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Aruba, NVIDIA, Fortinet",
Lab A - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Nokia, Cisco, NVIDIA",
Workshop - DN-37,"359 2 Tháng 9, Hải Châu, Đà Nẵng, Vietnam",Infrastructure Site - DN-37,"Nokia, Fortinet, Dell",
Infrastructure Site - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",,"Hikvision, Aruba, Vertiv",
Network Operations Center (NOC) - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Dell, Vertiv, Cisco",Alpha Secure Systems
Security Operations Center (SOC) - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Nokia, Hikvision, Cisco",
Server Room A - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Cisco, APC, Nokia",HaNoi Cooling Services
Server Room B - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"APC, NVIDIA, Dell",
Network Closet - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Fortinet, APC, Cisco",HaNoi Cooling Services
Access Control Room - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Aruba, Juniper, Ericsson",
Video Surveillance Room - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Juniper, APC, NVIDIA",
UPS Room - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Schneider Electric, Nokia, Juniper",Red River Power Co.
Electrical Room - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Dell, Fortinet, NVIDIA",
HVAC Plant - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Aruba, Corning, Vertiv",
Generator Yard - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Dell, NVIDIA, Ericsson",
Reception - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Nokia, Aruba, APC",HaNoi Cooling Services
Loading Bay - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Schneider Electric, Paxton, NVIDIA",
Roof - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Dell, Fortinet, NVIDIA",Mekong Telecom Services
IDF Room 1 - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Office Floor 1 - HP-38,"Fortinet, Aruba, Nokia",Red River Power Co.
IDF Room 2 - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Office Floor 2 - HP-38,"Aruba, Nokia, Hikvision",
Telecom Mast - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Roof - HP-38,"Juniper, Vertiv, Dell",SaiGon MEP Solutions
Base Station - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Telecom Mast - HP-38,"Hikvision, APC, Aruba",SaiGon MEP Solutions
Antenna Array - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Telecom Mast - HP-38,"Fortinet, NVIDIA, Corning",
Storage Room - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"APC, Vertiv, Cisco",Alpha Secure Systems
Office Floor 1 - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"NVIDIA, Juniper, APC",SaiGon MEP Solutions
Office Floor 2 - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"NVIDIA, Cisco, Aruba",
Lab A - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"NVIDIA, Schneider Electric, Dell",
Workshop - HP-38,"366 Tôn Đức Thắng, Lê Chân, Hải Phòng, Vietnam",Infrastructure Site - HP-38,"Vertiv, Schneider Electric, APC",
Infrastructure Site - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",,"Juniper, Vertiv, Nokia",
Network Operations Center (NOC) - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Corning, Hikvision, Dell",
Security Operations Center (SOC) - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Aruba, Cisco, Paxton",Metro Cabling Partners
Server Room A - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Juniper, Fortinet, APC",Mekong Telecom Services
Server Room B - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Dell, NVIDIA, Juniper",
Network Closet - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Juniper, APC, Nokia",
Access Control Room - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Vertiv, NVIDIA, Cisco",
Video Surveillance Room - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Corning, Dell, Nokia",
UPS Room - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Dell, Cisco, Juniper",Alpha Secure Systems
Electrical Room - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Schneider Electric, NVIDIA, Ericsson",
HVAC Plant - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"NVIDIA, Ericsson, Paxton",
Generator Yard - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Paxton, Hikvision, Juniper",Danang Engineering Works
Reception - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Dell, Cisco, APC",SaiGon MEP Solutions
Loading Bay - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Paxton, Corning, Aruba",
Roof - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Hikvision, Juniper, Cisco",Metro Cabling Partners
IDF Room 1 - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Office Floor 1 - CT-39,"Juniper, Vertiv, Fortinet",Mekong Telecom Services
IDF Room 2 - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Office Floor 2 - CT-39,"Vertiv, Fortinet, Corning",Mekong Telecom Services
Telecom Mast - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Roof - CT-39,"Dell, APC, Schneider Electric",
Base Station - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Telecom Mast - CT-39,"Vertiv, Cisco, Paxton",
Antenna Array - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Telecom Mast - CT-39,"Paxton, Hikvision, Fortinet",
Storage Room - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Dell, Aruba, NVIDIA",
Office Floor 1 - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Juniper, Corning, APC",
Office Floor 2 - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Schneider Electric, Aruba, Nokia",VN Facilities Services
Lab A - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Fortinet, Schneider Electric, Ericsson",
Workshop - CT-39,"373 30 Tháng 4, Ninh Kiều, Cần Thơ, Vietnam",Infrastructure Site - CT-39,"Ericsson, Corning, Vertiv",
Infrastructure Site - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",,"Hikvision, Vertiv, Paxton",VN Facilities Services
Network Operations Center (NOC) - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Ericsson, Nokia, Fortinet",
Security Operations Center (SOC) - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Corning, Nokia, Dell",Danang Engineering Works
Server Room A - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Dell, Fortinet, Hikvision",
Server Room B - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Dell, Cisco, Schneider Electric",Mekong Telecom Services
Network Closet - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Hikvision, Corning, Dell",
Access Control Room - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Paxton, APC, NVIDIA",
Video Surveillance Room - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Juniper, Fortinet, Schneider Electric",
UPS Room - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Ericsson, APC, Paxton",
Electrical Room - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Fortinet, Cisco, NVIDIA",
HVAC Plant - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Ericsson, Aruba, Schneider Electric",HaNoi Cooling Services
Generator Yard - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Dell, Nokia, Aruba",
Reception - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Juniper, Fortinet, Nokia",
Loading Bay - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Aruba, Paxton, Ericsson",
Roof - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Schneider Electric, Paxton, Fortinet",
IDF Room 1 - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Office Floor 1 - BD-40,"Nokia, Fortinet, Vertiv",Metro Cabling Partners
IDF Room 2 - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Office Floor 2 - BD-40,"Schneider Electric, Dell, Nokia",
Telecom Mast - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Roof - BD-40,"NVIDIA, Schneider Electric, Cisco",
Base Station - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Telecom Mast - BD-40,"APC, NVIDIA, Hikvision",Danang Engineering Works
Antenna Array - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Telecom Mast - BD-40,"Paxton, APC, Cisco",Metro Cabling Partners
Storage Room - BD-40,"380 Hữu Nghị, Thuận An, Bình Dương, Vietnam",Infrastructure Site - BD-40,"Paxton, Fortinet, Vertiv",
